Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
tanpa budaya bermoral manusia tidak selamat,0,0,0,0,0,0,0,0,0,0,0,0
subhanallah semoga jokowi berpasangan cak imin duet presiden wakil presiden membawa indonesia arah kemajuan keberadaban,0,0,0,0,0,0,0,0,0,0,0,0
prestasi ditingkat yunior kalian heboh luar biasa lupakan orang kristen juara dunia jadi legenda elly pical nico thomas chris john,0,0,0,0,0,0,0,0,0,0,0,0
jokowi harus segera lengserkan ganti ahmad heryawan cebong jangan menyolot hanya beri contoh kamu,1,1,1,0,0,0,0,0,1,0,0,1
bagian melestarikan dungu biadab islam melestarikan dukungan teroris islam,1,1,0,1,1,0,0,0,0,0,1,0
wah kasihan relawan komisaris bisa minder ketemu bos orang bule wkwk,0,0,0,0,0,0,0,0,0,0,0,0
berita twit tanggal pak lukman ditunggu rakyat penjelasan indonesia baru tanpa islam,1,0,0,1,1,0,0,0,0,0,1,0
ulama punya bashirah melihat maslahah umat cerita nabi khidir nabi musa bisa jadi pelajaran kehidupan menatap depan meskipun keputusannya terasa menyalahi keyakinan,0,0,0,0,0,0,0,0,0,0,0,0
guru besar fakultas ilmu sosial politik fakultas ilmu sosial dan ilmu politik universitas padjadjaran profesor obsatar sinaga memberikan pandangannya program diusung pasangan calon gubernur wakil gubernur jawa barat nomor urut hasanah kita hasanah hasanah,0,0,0,0,0,0,0,0,0,0,0,0
tidak nyabu kan,1,0,1,0,0,0,0,0,1,1,0,0
kalau bukan negara beragama hapus sila pe sama pancasila memangnya kristen buddha hindu islam,0,0,0,0,0,0,0,0,0,0,0,0
jokowi baik menipu jelek semoga ganti presiden amin allah,1,0,1,0,0,0,0,0,1,1,0,0
siapa komunis,0,0,0,0,0,0,0,0,0,0,0,0
grafiknya posisi papa meminta saham bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1,0,0,1
pamor rk jadi seakan tak a inya partai politik pengusungnya pendukung penista agama,1,0,0,1,1,0,0,0,0,0,1,0
namanya pahlawan kemalaman saran buat laporan coba tanyakan apa agama abu janda ganti presiden,1,0,1,0,1,0,0,0,0,1,0,0
cape belajar terus bentar nak berak wkwk kunci motor mana padahal motor kamu sompret mau greenteaaaaa pocky green tea pejuh green tea i love kamu meninggalkan asal jangan kamu apa sih cerita mute,0,1,0,0,0,0,0,0,0,0,0,0
indonesia bukannya kalau timnas main saudara kristen non kristen tidak berdoa,0,0,0,0,0,0,0,0,0,0,0,0
acara televisi menemani malam minggu,0,0,0,0,0,0,0,0,0,0,0,0
rlp di sini banyak yeoja friends with benefit ngentot rl foreplay cuma memberi tai,0,1,0,0,0,0,0,0,0,0,0,0
tidak hebat pengikutnya dungu bin idiot,1,1,0,1,0,0,1,0,0,0,1,0
digoreng bukan bid ah tapi uslub halnya dulu berhaji naik onta kalau naik pesawat bid ah salah paham dong,0,0,0,0,0,0,0,0,0,0,0,0
bajingan kamu silvy debat final pemilihan kepala daerah jakarta,1,1,1,0,0,0,0,0,1,1,0,0
ih kontol,1,1,1,0,0,0,0,1,0,1,0,0
pengacara rizieq bisa belum pulang jokowi lengserkan makar tak presiden baru pulang pakai daster,1,0,1,0,0,0,0,0,1,1,0,0
sial harus hidup jaman orang mengumbar kenakalannya dikagumi remaja remaja tolol,1,1,1,0,0,0,0,0,1,1,0,0
tidak peduli kucing berwarna hitam putih penting bisa menangkap tikus deng xiaoping pemimpin pak ai komunis cina,0,0,0,0,0,0,0,0,0,0,0,0
aku delete post baru bajingan online,0,1,0,0,0,0,0,0,0,0,0,0
kalau banyak lgbt dunia habis deh manusia,0,0,0,0,0,0,0,0,0,0,0,0
layanan garansi kebijakan pengembalian barang menukarkan barang konsumen apabila barang dibeli rusak cacat produksi gratis gerai hauz berlaku hari pembelian dise ai struk belanja hauz,0,0,0,0,0,0,0,0,0,0,0,0
sama ulasan ekonomi harian rabu april reksadana reksadana sam riset harian berita ekonomi makroekonomi market update samual aset manajemen,0,0,0,0,0,0,0,0,0,0,0,0
iya semua mulai ta disebarkan ahok makanya cebong macam kamu makin subur,1,1,1,0,0,0,0,0,1,1,0,0
pantasnya jadi r gubernur indonesia cc cep john,0,0,0,0,0,0,0,0,0,0,0,0
tidak ingat kapan terakhir kali mimpi indah realita tai mimpi masa tai,0,1,0,0,0,0,0,0,0,0,0,0
bukan takut cuma mau ganyang partai komunis indonesia bahaya kalau embrio iblisnya berkembang biak,1,0,0,1,0,1,0,0,0,0,0,1
kunyuk makin tidak jelas lama lama twitnya menggenapkan generalisasi kaumnya bacot tanpa mutu sepe i terlihat tahun terakhir di sini sarap,1,1,1,0,0,0,1,0,0,1,0,0
harga yahudi,0,0,0,0,0,0,0,0,0,0,0,0
haha antek komunis kelojotan menjelang september kecebong anak partai komunis indonesia,1,1,0,1,0,1,0,0,0,0,1,0
politik butuh orang beragama tapi bukan agama dipolotikan kamu jul eh koh eh tad,0,0,0,0,0,0,0,0,0,0,0,0
kesal banget wa lihat terlalu parnoan terus video viral ternyata dugaannya justru keliru kalau menyebar h,0,0,0,0,0,0,0,0,0,0,0,0
kalau nu cabang kristen bagaimana,1,0,1,0,1,0,0,0,0,1,0,0
jokowi bukan orang kafir,0,0,0,0,0,0,0,0,0,0,0,0
cebong mana nge i wkwk,1,1,0,1,0,0,0,0,1,0,1,0
jalan provides technology solutions pameran ayo ayo pameran apa pameran buddha buddha hati hmmm kalau ayah cocok kesana mukanya cina,0,0,0,0,0,0,0,0,0,0,0,0
heboh anies be emu erdogan warganet gubernur rasa presiden tidak plonga plongo mengobrolnya menyambung tidak plonga plongo pemimpin muslim begini komen warganet,0,0,0,0,0,0,0,0,0,0,0,0
kampang orang,1,1,1,0,0,0,0,0,1,1,0,0
jiwa semuda jangan dilukai penderitaan tak perlu sekalipun cacat ayahnya sendiri hendaknya tetap mencintai aku memandang aku ayahnya mencintainya tanpa melalui suara pandang orang ananta toer,0,0,0,0,0,0,0,0,0,0,0,0
pas olivia nongol lucu banget setan,0,1,0,0,0,0,0,0,0,0,0,0
imam rapatkan saf luruskan saf panggil junior masuk buat bodoh,0,1,0,0,0,0,0,0,0,0,0,0
percuma ujung keluar hanyalah cocokologi dipaksakan membenarkan kalimat kentara jelas penghinaan kitab suci agama manapun tak aku,0,0,0,0,0,0,0,0,0,0,0,0
paham betul betul maksud menegakkan agama allah berjihad sepenuhnya,0,0,0,0,0,0,0,0,0,0,0,0
muslim rohingya berusia tahun harus lari persekusi teroris buddha,1,0,0,1,1,0,0,0,0,0,1,0
gerombolan bergabung pak ai sinting indonesia psi mayoritas pendukung penista islam ahok laknatullah,1,1,0,1,0,0,0,0,1,0,1,0
namanya rejim jungkir balik tidak malu ingin periode sori memilih ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
saatnya lengserkan lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
intinya prabowo amin berprasangka tidak berdasar ingin menjegal partai demokrasi indonesia perjuangan tidak berkuasa,1,0,0,1,0,0,0,0,1,0,1,0
sabtu kemarin polisi memilih hentikan diskusi sesuai dugaan serang jokowi isu pemerintah represif rezim otoriter,1,0,1,0,0,0,0,0,1,1,0,0
iya sayangkuuu sipit,0,0,0,0,0,0,0,0,0,0,0,0
buta bahasa asing a inya sangat lelah apaan min,0,0,0,0,0,0,0,0,0,0,0,0
sempat putus terus aku belum berani approach menunggu pas berani eh kunyuk balikan ya sudah lah menunggu,0,1,0,0,0,0,0,0,0,0,0,0
trua kalau masalah tanah memang tanah palestina tananya nenek moyang kaum yahudi waktu dulu yahudi pindah negara eropa besar an nah masuklah palestina menetap situ lama mayoritas palestina lalu pas kepemimpinan hitler mulailah hitler,0,0,0,0,0,0,0,0,0,0,0,0
kak paham kristen buddha kedua agama tadi yakin betul kesimpulan tidak kristen nusantara tidak buddha nusantara,0,0,0,0,0,0,0,0,0,0,0,0
onta makkah mana,0,0,0,0,0,0,0,0,0,0,0,0
bagaimana kepala kepolisian republik indonesia pensiun dini ketimbang tidak punya ketegasan memimpin kepolisian republik indonesia akhirnya aduan surat pemberitahuan tahunan jadi korban terabaikan,1,0,1,0,0,0,0,0,1,1,0,0
usir cina satu ki gila pamungkas di bui gara gara anti cina lah cina menumpang negeri malah,1,0,1,0,0,1,0,0,0,0,0,1
lt cewek jablay bugil meminta dibelai bokep foto memek ngentot bugil ngentot,0,1,0,0,0,0,0,0,0,0,0,0
indonesia jadi tuan rumah konferensi tingkat tinggi ulama dunia pe sama konferensi tingkat tinggi ulama dunia islam moderat islam indonesia islam moderat,0,0,0,0,0,0,0,0,0,0,0,0
bu guru cebong ternyata,1,1,1,0,0,0,0,0,1,1,0,0
konsep moderat islam bisa menjadi ciri identitas umat islam indonesia negara kesatuan republik indonesia jaga negara kesatuan republik indonesia pancasila indonesia satu kttulama kerukunan umat konferensi tingkat tinggi islam wasatiyyah kita orang cinta jokowi jokowi sayangi papua jokowi blusukan papua indahnya kebersamaan,0,0,0,0,0,0,0,0,0,0,0,0
kalau kata anak rupiah jaman anjir jomlo jablay kebelet pacaran jomlo jablay kebelet pacaran,0,1,0,0,0,0,0,0,0,0,0,0
kesal tai army kepalanya gede benar,0,1,0,0,0,0,0,0,0,0,0,0
insyaallah dapat boikot safiey ilias tempiasnya kena transgender,0,0,0,0,0,0,0,0,0,0,0,0
tidak perlu biarkan jokowi melindungi ahok tahun lengserkan jokowi baru mantap,1,0,1,0,0,0,0,0,1,0,0,1
ayo memek ingin diisi kontol,0,1,0,0,0,0,0,0,0,0,0,0
setuju memang partai keadilan sejahtera bukan partai komunis indonesia cara partai komunis indonesia persis sepe i cara partai keadilan sejahtera menggaet golongan akar rumput isu agama partai keadilan sejahtera disebut pak ai komunis syariat,1,0,0,1,1,1,0,0,0,0,1,0
koar koar gerakan umat eh ngebacotnya dukungan politik bani cabul otak se monas,1,1,0,1,1,0,0,1,0,0,1,0
aku nayeon bukan bolot,0,0,0,0,0,0,0,0,0,0,0,0
ironinya banyak bisnis mega triliunan profit dulu pendirinya sama sekali enggak punya mimpi kesana,0,0,0,0,0,0,0,0,0,0,0,0
jom mampus,1,1,1,0,0,0,0,0,1,1,0,0
sejelek jokowi sandingkan prabowo jauh jejaknya rakyat mungkin bukan prabowo bisa pe imbangkan tidak memilih jokowi hem buta mata boleh mas hati butakan p,0,0,0,0,0,0,0,0,0,0,0,0
tahun reformasi kenyataanya orang susah mempe emukan demokrasi kesejahteraan lupa ide berhubungan sistem sistem ekonomi pasar bebas tak heran selama tahun mencari titik temu negara pasar,0,0,0,0,0,0,0,0,0,0,0,0
mencaci ulama siapa memang kalau bukan orang kafir munafik pakai otak mu bodoh,1,1,1,0,0,0,0,0,1,1,0,0
neng bapak terhormat tidak pakai mulut kalau berbicara mohon maaf pakai silit,1,1,1,0,0,0,1,0,0,1,0,0
ritual puasa tiap tanggal muharam tradisi yahudi madinah waktu kambing bayi baru lahir kebiasaan arab mengekspresikan kebahagiaan datangnya anggota keluarga baru,0,0,0,0,0,0,0,0,0,0,0,0
gubernur indonesia pak memang woooow salah satu putra terbaik bangsa indonesia pribumi memang layak memimpin negeri semoga allah subhanahu wa taala melindungi meluruskan perjuangan tegakkan islam memajukan bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
islam rahmatan lil alamin kristen cinta kasih hindu buddha konghucu penuh kedamaian semua agama ajarkan kebaikan pra khotbah,0,0,0,0,0,0,0,0,0,0,0,0
sejak akil balig tahun islam tidak adil pernah bacot kamu pernah tidak adil umat islam,1,1,1,0,0,0,0,0,1,1,0,0
ajak rakyat wisata ziarah negeri jangan biarkan rakyat terus ditipu melakukan ziarah umrah haji,1,0,0,1,1,0,0,0,0,0,1,0
mulut kampang,1,1,1,0,0,0,1,0,0,1,0,0
biasa prof rombongan cebong intelligence quotient dangkal asal menguap,1,1,0,1,0,0,0,0,1,0,1,0
aku anak kampang ggggg,1,1,1,0,0,0,0,0,1,1,0,0
menari cewek tidak bisa luwes cowok tidak bisa mengunci tai,0,1,0,0,0,0,0,0,0,0,0,0
enggak paham lagi deh sama otak cebong,1,1,0,1,0,0,0,0,1,0,1,0
bubar bangsat,1,1,0,1,0,0,0,0,1,0,1,0
dapat bekerja bersih jajaran kementerian agama harus tahu allah subhanahu wa taala menjanjikan rampasan bukan tuhan harus dibuang,1,0,0,1,1,0,0,0,0,0,1,0
kira pantas jadi presiden siapa telanjang dada tidak ah pesimis tetap jokowi lanjutjokowi,0,0,0,0,0,0,0,0,0,0,0,0
rlp yeoja cantik culik dong bawa rumah kamu menguntungkan kamu tar bisa ngentot puas teruskan bisa sembelihkan diri kok,0,1,0,0,0,0,0,0,0,0,0,0
radio republik indonesia banten siang ini komisi pemelihan umum pangkal pinang belum tetapkan dapat pilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
allah jangan lah main aku takut lah gila,0,0,0,0,0,0,0,0,0,0,0,0
usir buddha tanah jawa,1,0,0,1,1,0,0,0,0,0,0,1
mau lengserkan jok pasti lawan politiknya surat pemberitahuan tahunan susilo bambang yudhoyono prabowo hati thread starter partai keadilan sejahtera biasa bayarkan demo demo front pembela islam jangan takut pak jok rakyat tentara nasional indonesia pol bela jokowi ahok,1,0,0,1,0,0,0,0,1,0,1,0
tidak kok aku tidak mendukung agama haram sosial kurang baik tapi kalau lgbt aku akunya tidak menjauh kalau teman cukup kalau bisa dirangkul pelan pelan bisa normal,0,0,0,0,0,0,0,0,0,0,0,0
askmf sedih enggak sih waktu orang meledeki jawab najis bocah,0,1,0,0,0,0,0,0,0,0,0,0
tokoh agama berpolitik praktis identitas keagamaan jabatan publik sepe i presiden hingga lurah sepe i lingkungan agama buddha mengakui biksu makan daging minum minuman keras bahkan berkeluarga,1,0,0,1,1,0,0,0,0,0,1,0
agus silvy tukang fitnah debat final pemilihan kepala daerah jakarta,1,0,1,0,0,0,0,0,1,1,0,0
bahaya islam terbukti lihat teroris islam isis dan lain lain pandang sudut mana islam berbahaya,1,0,0,1,1,0,0,0,0,0,1,0
rambut aku sebenarnya warnanya apa kadang oren kadang coklat muda kadang coklat onta,0,0,0,0,0,0,0,0,0,0,0,0
manchester united mau kedatangan pemain asal arab berkah kayaknya kan lambangnya setan dukung lgbt jadinya harus diseimbangkan,0,1,0,0,0,0,0,0,0,0,0,0
sumpaaah kalau habis iya dilanjut olimpiade sama pagelaran budaya tidak siii wkwk,0,0,0,0,0,0,0,0,0,0,0,0
waktu agama kristen mulai menguat timur tengah waktu byzantium mengakui eksistensi agama terbentuk organisasi masyarakat parabalani anggota parabalani umumnya pemuda kelompok rendah masyarakat fanatik kristen taat ulama,0,0,0,0,0,0,0,0,0,0,0,0
mungkin nama terkesan kristen banget kata orang kata ayah keren ayah bergaul dilingkungan tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
saracen digunakan anies sandi serang ahok masa iya apa iya banget,1,0,1,0,0,0,0,0,1,1,0,0
tantangan industri sawit budaya bakar lahan rawan penyimpangan,0,0,0,0,0,0,0,0,0,0,0,0
ayo jaga keutuhan negara kesatuan republik indonesia tangkap penista agama stop kriminalisasi ulama,1,0,1,0,1,0,0,0,0,0,0,1
nganjing in senang dikatai anjing marah tolol,1,1,1,0,0,0,0,0,1,1,0,0
jangan sebarkan keamanan sejagat,0,0,0,0,0,0,0,0,0,0,0,0
anjir tidak belum,1,1,1,0,0,0,0,0,1,1,0,0
presiden menginginkan laporan jajaran terkait mengenai detail sepe i persiapan infrastruktur transpo asi lokasi pe andingan hingga kesiapan atlet indonesia berlaga asiangames jokowi pacu promosi asian games yu,0,0,0,0,0,0,0,0,0,0,0,0
ganyang partai komunis indonesia perkumpulan keripik indonesia,1,0,0,1,0,1,0,0,0,0,0,1
orang terperosok bersama jokowi,1,0,1,0,0,0,0,0,1,1,0,0
akhirnya berhasil di kotak kotakan dibuat saling benci jaman susilo bambang yudhoyono tidak begini,1,0,1,0,0,0,0,0,1,1,0,0
kristen katolik berbeda tradisi kristen protestan mas katolik tidak pakai musik band musik mnghentak menyikapi perbedaan bijak kristen advent,0,0,0,0,0,0,0,0,0,0,0,0
rribantenpagiini diduga masalah ekonomi seorang guru sekolah dasar nekat gantung diri,0,0,0,0,0,0,0,0,0,0,0,0
usir duta besarnya negara kristen putus hubungan diplomatik,1,0,1,0,1,0,0,0,0,0,0,1
pbb meminta dunia kumpulkan dana kemanusiaan rupiah triliun irak kamu kamu islam dibuang,1,0,0,1,1,0,0,0,0,0,1,0
a pribadi bergairah bersemangat selalu berpikir optimis positif,0,0,0,0,0,0,0,0,0,0,0,0
pemilihan umum dekat semua jadi halal begitulah komunis bekerja,0,0,0,0,0,0,0,0,0,0,0,0
keren habis,0,0,0,0,0,0,0,0,0,0,0,0
namanya kapitalis memang kejam konteks apapun mending beli warung kecil toko lusinan bisa mensejahterakan rakyat pe anyaan selanjutnya kamu ingat tidak sama haha,0,0,0,0,0,0,0,0,0,0,0,0
orang orang terlahir tubuh sebut cacat kehidupan justru memiliki jiwa mengagumkan sebaliknya banyak orang hidup sehat justru jiwa dalamnya sangat jauh kematangan kedewasaan,0,0,0,0,0,0,0,0,0,0,0,0
tak pakai tudung tapi nasihat agama baik dengarlah nasihat seorang pelacur ambil baik buang buruk hitam tak semestinya kotor putih tak semestinya bersih,0,0,0,0,0,0,0,0,0,0,0,0
enggak alim alim tapi enggak bodoh bodoh melupakan islam nikah soal meningkatkan kualitas ibadah membangun pranata generasi penerus lah kalau alasannya direduksi jadi ketimbang zina memangnya i,0,0,0,0,0,0,0,0,0,0,0,0
banyak banget belum disebutkan lucunya dituntut senang cuma orang sinting berpikir,0,1,0,0,0,0,0,0,0,0,0,0
mainkan mang,0,0,0,0,0,0,0,0,0,0,0,0
video isinya photo video ucapan selamat ulang tahun boleh memaki sekarang waktunya,0,0,0,0,0,0,0,0,0,0,0,0
cina negara komunis anti islam sangat disesalkan justru rezim berhutang sama negara komunis,1,0,0,1,1,1,0,0,0,0,1,0
ayo muslim hantam terus lgbt rakyat paham harus dibuang islam parmusi dorong rancangan undang undang anti paham lgbt,1,0,0,1,1,0,0,1,0,0,0,1
mana aku tahu aku kan cebong,0,0,0,0,0,0,0,0,0,0,0,0
lebih baik pilih ahok pilih se iman koruptor munafik bodoh kamu,1,1,1,0,1,0,0,0,0,1,0,0
entah pesimisme justru ditonjolkan rezim jokowi,1,0,1,0,0,0,0,0,1,1,0,0
punya kakak laki mulutnya lemas banget banci marah tak cangkem e,1,1,1,0,0,0,0,1,0,1,0,0
bukannya negeri om pekerja jongos cina doang kerja subuh malam digaji pas pasan cina,1,1,0,1,0,1,0,0,0,0,1,0
tapi mencurigakan bahkan aku berpikir kalau bukan antek antek papa presiden melainkan sebenarnya agent beras,0,0,0,0,0,0,0,0,0,0,0,0
cebong boros bacot hemat pakai otak,1,1,1,0,0,0,0,0,1,1,0,0
siapa tahu semakin tingginya tingkat fitur pengamanan paspor indonesia negara negara asing lebih berminat memberikan fasilitas warga negara indonesia khususnya pemegang paspor biasa,0,0,0,0,0,0,0,0,0,0,0,0
gampangan banget jadi orang baru dipuji sedikit mau memberi kehormatannya haha tolol,1,1,1,0,0,0,0,1,0,1,0,0
sa ingat monyet mana kutipan,0,1,0,0,0,0,0,0,0,0,0,0
politikus apa pelawak maaf karakter pelawak haji bolot kalau dengar,0,0,0,0,0,0,0,0,0,0,0,0
bila sesuai kepentingan jokowi didukung bila mengganggu kepentingan disikat,1,0,1,0,0,0,0,0,1,1,0,0
haha jadi malu mengakui kinerja presiden,0,0,0,0,0,0,0,0,0,0,0,0
sing pacarku hilang diambil setan wajahku kurang seram sayang,0,1,0,0,0,0,0,0,0,0,0,0
bila bijak memilih opsi mundur bila berambisi kekuasaan jokowi pilih opsi be ahan,1,0,1,0,0,0,0,0,1,1,0,0
padahal pak jokowi pesan kerja kerja kerja eh malah demo si goblok teh,1,1,1,0,0,0,0,0,1,1,0,0
pak tujuan hidup muslim beribadah allah subhanahu wa taala be entangan kepentingan bangsa negara,1,0,0,1,1,0,0,0,0,0,1,0
beritanya bohong mulu pak jokowi,1,0,1,0,0,0,0,0,1,1,0,0
info warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim hari sabtu sebabaduy alam banten,0,0,0,0,0,0,0,0,0,0,0,0
sitip apa siapa,0,0,0,0,0,0,0,0,0,0,0,0
coba kamu kroscek soal tenaga kerja asing adik yusuf sama oposan kamu tapi realistis data mata kepala sendiri tidak kamu cuma katanya kamu telan mentah,1,0,1,0,0,0,0,0,1,1,0,0
kesepakatan bersama dodigiri sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0
iya banyak asing tidak anggota dewan perwakilan rakyat terus bagaimana dong,0,0,0,0,0,0,0,0,0,0,0,0
bahagianya swafoto pesawat presiden jokowi cak imin,0,0,0,0,0,0,0,0,0,0,0,0
handphoneku cacat,0,0,0,0,0,0,0,0,0,0,0,0
aduh badan gendut tidak jangan khawatir jus herbal cmp dapat menurunkan bb kg minggunya nyata hasilnya plus mengobati berbagai penyakit mengepoi iya minat chat me pin,0,0,0,0,0,0,0,0,0,0,0,0
kontol abang mengucapkan selamat pagi,0,1,0,0,0,0,0,0,0,0,0,0
ingin banget duduki kontol begini menusuk perut siapa mau jadi kudanya diduduki bokep gratis memek ngentot,0,1,0,0,0,0,0,0,0,0,0,0
tiada pangkat paling mulia dunia selain pangkat seorang ibu sehebat apapun manusia pasti terlahir seorang ibu keahlian cebong hanya tukang tipu plonga plongo mengakibatkan optimisme berlebihan ganti presiden plonga plongo,1,1,0,1,0,0,0,0,1,0,1,0
mampir tulisan terbaru berani jalan jalan,0,0,0,0,0,0,0,0,0,0,0,0
paling gemas sama duduki bangku prioritas tapi lanjut usia bukan hamil bawa anak tidak cacat,0,0,0,0,0,0,0,0,0,0,0,0
pernah baca bila berhenti melakukan selama min bulan merasakan hari sepe i memakai acid dosis rendah ingin coba tapi terlalu cupu buat berhasil mau coba terus benaran bakal berusaha lebih keras,0,0,0,0,0,0,0,0,0,0,0,0
lesbi anjir,0,1,0,0,0,0,0,0,0,0,0,0
berita islam rabi israel sebut orang berkulit hitam picu kecaman keras,0,1,0,0,0,0,0,0,0,0,0,0
mengadu allah pemimpin bejat bangsat bajingan segera be aubat allah jalan allah,0,1,0,0,0,0,0,0,0,0,0,0
perhatikan mana pe sama kali aksi demo melawan menuntut suha o mundur kampus mana gencar terus menerus selama lebih bulan aksi demo tanpa henti atma jaya universitas tarumanegara universitas kristen uki terafiliasi csis elite k,0,0,0,0,0,0,0,0,0,0,0,0
begitulah pak seseorang mengidap paranoid bapak semua ditangkap,1,0,1,0,0,0,0,0,1,1,0,0
membawa nama islam menggunakan cara partai komunis indonesia ai komunis syariat,1,0,0,1,1,1,0,0,0,0,1,0
dasar culun plongo,1,1,1,0,0,0,0,0,1,1,0,0
termasuk teror bukan aparat inimah tapi keparat politik bahasanya mafia politik hati hati bos tidak takut ancaman intimidasi demokrasi kepolisian republik indonesia,1,1,0,1,0,0,0,0,1,0,1,0
tidak apa apa lah tabib cabul teriak tidak karuan sambi mengocok tongkol meminta gambar bugil pecun hoaalaaaah tidak membayang dasar binatang,1,1,1,0,0,0,0,1,0,1,0,0
pak harusnya jadi ulama pewaris nabi menegakkan kebenaran data keilmuan bukan semata tsiqoh pe sama al fahmi pak bisa belajar perihal,0,0,0,0,0,0,0,0,0,0,0,0
pecat ahok gubernur jaka a hanya rusuh konflik negeri jangan mau dibohongi ahok,1,0,1,0,0,0,0,0,1,1,0,0
ingat ingat jokower nah di sini tim sukses ahok agak terlena lebih mengedepankan hasil kinerja rasio ketimbang aspek,1,0,0,1,0,0,0,0,1,0,1,0
bentar bentar kunyuk mirip siapa pikir keras,1,1,1,0,0,0,0,0,1,1,0,0
presiden mempermalukan bangsanya sendiri plonga plongo tulah toleh macam boneka idiot,1,1,1,0,0,0,1,0,0,1,0,0
keputusan erka hari harus hormati begitupun sebaliknya tidak memilih pak ai pendukung penista agama,1,0,0,1,1,0,0,0,0,0,1,0
jokowi mengatakan sebuah negara kuat bila umara pemerintah ulama berjalan beriringan selalu bersilaturahmi,0,0,0,0,0,0,0,0,0,0,0,0
tolol goblok pemain teriak tidak pikir dampak fan masing jadi makin panas pemain sendiri rugi away takut terjadi apa harus cepat atasi panas banget,1,1,1,0,0,0,0,0,1,1,0,0
rasulullah orang menggadaikan baju besinya orang yahudi apa rasulullah banyak apa a dong apa berutang bunga riba apa rasulullah suka,0,0,0,0,0,0,0,0,0,0,0,0
setya novanto level te entu pendendam tidak lawannya babak belur mati,1,0,1,0,0,0,0,0,1,1,0,0
pasti hubungannya sama pak ai komunis cina rezim antek antek asing,1,0,0,1,0,1,0,0,0,0,1,0
apa komisi aparatur sipil negara berani lawan kalau iya salut jangan hanya ky ombudsman koar terus diam mana hasilnya malah mengurusi tenaga kerja asing disulut apaan tanah abang ditutup bungkam takut organisasi masyarakat takut tidak dapat disetujui bagian anggaran pendapatan dan belanja daerah kalau niat pasti b,1,0,0,1,0,0,0,0,1,0,1,0
seblak pusing mencret,0,0,0,0,0,0,0,0,0,0,0,0
teman lesbi tapi tidak trauma xari teman baru tidak semua cewek tampangnya agak laki lesbi kok,0,0,0,0,0,0,0,0,0,0,0,0
memang nu musuh ditakuti partai komunis indonesia kamu baca buku sejarah banyak dijual membuat nasakom kemauan buku mengakomodir pak ai besar masa ikut pemerintah tidak dikuasai partai komunis indonesia,0,0,0,0,0,0,0,0,0,0,0,0
haha monyet mana nge o orang dongok dt belakang efilnikcufecin monyet memang dongok,1,1,0,1,0,0,0,0,1,0,1,0
anjir terbayang,0,1,0,0,0,0,0,0,0,0,0,0
alhamdulillah pak dekat ulama sering silaturahmi pesantren tiga tahun silam pak jokowi jarang pesantren bahkan ulama berseberangan tidak mau be emu apa,0,0,0,0,0,0,0,0,0,0,0,0
persebaya kemarin tidak menang kalah kalah sama malaysia sekalian tai mencret semua,1,1,0,1,0,0,0,0,1,0,1,0
sekolah agama bukan pengukur iman seseorang,0,0,0,0,0,0,0,0,0,0,0,0
beli album dan lain lain sebuah saksi bisu kehidupan ku,0,0,0,0,0,0,0,0,0,0,0,0
paham komunis dimata liberal radikal begitupun sebaliknya terus masjid disasar,0,0,0,0,0,0,0,0,0,0,0,0
pro yahudi,0,0,0,0,0,0,0,0,0,0,0,0
goblok an hakiki pacaran be ahun tapi tak tau ketemu fake ppl is everywhere merasakan se tapi kok heran aku wkwk,0,1,0,0,0,0,0,0,0,0,0,0
allah subhanahu wa taala dungu biadab tak kata cukup semua kafir dihilangkan muka bumi sisa hanya mukmin,1,1,0,1,1,0,0,0,0,0,1,0
tidak aneh konsultan asing selalu dipakai memuluskan korupsi pejabat pemerintah badan usaha milik negara sama terjadi perpanjangan konsesi melibatkan deutchbank rothschild konsultan asing lainnya sama,0,0,0,0,0,0,0,0,0,0,0,0
monyet komunis tolol,1,1,1,0,0,1,0,0,0,1,0,0
rupiah haneul jualan memek lini masa on retweet,0,1,0,0,0,0,0,0,0,0,0,0
teriak susah pasti tidak dapat jawabannya kamu tidak bisa jawab kan kok sok pintar kebaca bong,1,1,1,0,0,0,0,0,1,1,0,0
kamu kampang,1,1,1,0,0,0,0,0,1,1,0,0
mau setya novanto tersangka alien kena tetap blokir jokowi pecat jokowi tutup pintu istana buat jokowi,1,0,1,0,0,0,0,0,1,1,0,0
senang hati cewek tadi dilepaskan mbaknya naik angkutan umum jadilah mbaknya gang bang sama pemerkosa kunyuk selesai mbaknya balik mobilnya marah pergi pemerkosa,1,1,0,1,0,0,0,1,0,0,1,0
